IP Address             Link Layer   Recv   Sent    Delay(us)  Average
192.168.19.15   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.16   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.17   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.18   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.19   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.20   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.21   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.22   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.23   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.24   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.25   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.26   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.27   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.28   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.29   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.30   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.31   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.32   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.33   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.34   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.35   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.36   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.37   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.38   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.39   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.40   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.41   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.42   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.43   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.44   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.45   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.46   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.47   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.48   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.49   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.50   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.51   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.52   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.53   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.54   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.55   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.56   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.57   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.58   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.59   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.60   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.61   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.62   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.63   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.64   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.65   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.66   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.67   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.68   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.69   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.70   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.71   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.72   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.73   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.74   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.75   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.76   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.77   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.78   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.79   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.80   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.81   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.82   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.83   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.84   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.85   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.86   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.87   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.88   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.89   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.90   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.91   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.92   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.93   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.94   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.95   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.96   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.97   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.98   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.99   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.100  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.101  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.102  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.103  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.104  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.105  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.106  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.107  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.108  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.109  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.110  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.111  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.112  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.113  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.114  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.115  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.116  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.117  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.118  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.119  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.120  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.121  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.122  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.123  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.124  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.125  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.126  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.127  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.128  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.129  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.130  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.131  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.132  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.133  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.134  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.135  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.136  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.137  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.138  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.139  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.140  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.141  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.142  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.143  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.144  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.145  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.146  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.147  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.148  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.149  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.150  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.151  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.152  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.153  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.154  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.155  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.156  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.157  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.158  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.159  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.160  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.161  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.162  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.163  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.164  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.165  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.166  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.167  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.168  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.169  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.170  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.171  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.172  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.173  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.174  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.175  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.176  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.177  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.178  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.179  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.180  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.181  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.182  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.183  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.184  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.185  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.186  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.187  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.188  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.189  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.190  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.191  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.192  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.193  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.194  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.195  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.196  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.197  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.198  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.199  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.200  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.201  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.202  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.203  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.204  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.205  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.206  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.207  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.208  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.209  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.210  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.211  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.212  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.213  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.214  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.215  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.216  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.217  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.218  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.219  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.220  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.221  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.222  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.223  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.224  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.225  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.226  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.227  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.228  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.229  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.230  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.231  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.232  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.233  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.234  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.235  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.236  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.237  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.238  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.239  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.240  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.241  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.242  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.243  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.244  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.245  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.246  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.247  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.248  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.249  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.250  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.251  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.252  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.253  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.19.254  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.1    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.2    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.3    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.4    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.5    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.6    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.7    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.8    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.9    ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.10   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.11   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.12   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.13   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.14   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.15   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.16   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.17   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.18   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.19   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.20   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.21   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.22   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.23   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.24   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.25   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.26   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.27   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.28   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.29   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.30   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.31   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.32   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.33   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.34   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.35   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.36   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.37   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.38   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.39   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.40   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.41   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.42   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.43   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.44   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.45   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.46   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.47   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.48   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.49   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.50   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.51   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.52   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.53   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.54   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.55   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.56   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.57   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.58   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.59   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.60   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.61   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.62   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.63   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.64   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.65   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.66   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.67   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.68   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.69   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.70   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.71   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.72   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.73   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.74   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.75   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.76   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.77   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.78   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.79   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.80   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.81   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.82   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.83   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.84   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.85   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.86   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.87   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.88   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.89   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.90   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.91   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.92   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.93   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.94   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.95   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.96   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.97   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.98   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.99   ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.100  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.101  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.102  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.103  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.104  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.105  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.106  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.107  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.108  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.109  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.110  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.111  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.112  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.113  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.114  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.115  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.116  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.117  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.118  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.119  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.120  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.121  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.122  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.123  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.124  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.125  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.126  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.127  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.128  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.129  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.130  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.131  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.132  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.133  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.134  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.135  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.136  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.137  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.138  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.139  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.140  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.141  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.142  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.143  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.144  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.145  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.146  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.147  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.148  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.149  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.150  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.151  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.152  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.153  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.154  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.155  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.156  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.157  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.158  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.159  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.160  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.161  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.162  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.163  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.164  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.165  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.166  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.167  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.168  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.169  ff:ff:ff:ff:ff:ff      0      3            0        0
192.168.20.170  ff:ff:ff:ff:ff:ff      0      3            0        0
